2329,2330,2649,2650,2169,2170,1689,1690,2009,2010,2489,2490
2333,2334,2653,2654,2173,2174,1693,1694,2013,2014,2493,2494
2337,2338,2657,2658,2177,2178,1697,1698,2017,2018,2497,2498
2341,2342,2661,2662,2181,2182,1701,1702,2021,2022,2501,2502
2345,2346,2665,2666,2185,2186,1705,1706,2025,2026,2505,2506
2349,2350,2669,2670,2189,2190,1709,1710,2029,2030,2509,2510
2353,2354,2673,2674,2193,2194,1713,1714,2033,2034,2513,2514
2357,2358,2677,2678,2197,2198,1717,1718,2037,2038,2517,2518
2361,2362,2681,2682,2201,2202,1721,1722,2041,2042,2521,2522
2365,2366,2685,2686,2205,2206,1725,1726,2045,2046,2525,2526
2369,2370,2689,2690,2209,2210,1729,1730,2049,2050,2529,2530
2373,2374,2693,2694,2213,2214,1733,1734,2053,2054,2533,2534
2377,2378,2697,2698,2217,2218,1737,1738,2057,2058,2537,2538
2381,2382,2701,2702,2221,2222,1741,1742,2061,2062,2541,2542
2385,2386,2705,2706,2225,2226,1745,1746,2065,2066,2545,2546
2389,2390,2709,2710,2229,2230,1749,1750,2069,2070,2549,2550
2393,2394,2713,2714,2233,2234,1753,1754,2073,2074,2553,2554
2397,2398,2717,2718,2237,2238,1757,1758,2077,2078,2557,2558
2401,2402,2721,2722,2241,2242,1761,1762,2081,2082,2561,2562
2405,2406,2725,2726,2245,2246,1765,1766,2085,2086,2565,2566
2410,2409,2730,2729,2250,2249,1770,1769,2090,2089,2570,2569
2414,2413,2734,2733,2254,2253,1774,1773,2094,2093,2574,2573
2418,2417,2738,2737,2258,2257,1778,1777,2098,2097,2578,2577
2422,2421,2742,2741,2262,2261,1782,1781,2102,2101,2582,2581
2426,2425,2746,2745,2266,2265,1786,1785,2106,2105,2586,2585
2430,2429,2750,2749,2270,2269,1790,1789,2110,2109,2590,2589
2434,2433,2754,2753,2274,2273,1794,1793,2114,2113,2594,2593
2438,2437,2758,2757,2278,2277,1798,1797,2118,2117,2598,2597
2442,2441,2762,2761,2282,2281,1802,1801,2122,2121,2602,2601
2446,2445,2766,2765,2286,2285,1806,1805,2126,2125,2606,2605
2450,2449,2770,2769,2290,2289,1810,1809,2130,2129,2610,2609
2454,2453,2774,2773,2294,2293,1814,1813,2134,2133,2614,2613
2458,2457,2778,2777,2298,2297,1818,1817,2138,2137,2618,2617
2462,2461,2782,2781,2302,2301,1822,1821,2142,2141,2622,2621
2466,2465,2786,2785,2306,2305,1826,1825,2146,2145,2626,2625
2470,2469,2790,2789,2310,2309,1830,1829,2150,2149,2630,2629
2474,2473,2794,2793,2314,2313,1834,1833,2154,2153,2634,2633
2478,2477,2798,2797,2318,2317,1838,1837,2158,2157,2638,2637
2482,2481,2802,2801,2322,2321,1842,1841,2162,2161,2642,2641
2486,2485,2806,2805,2326,2325,1846,1845,2166,2165,2646,2645
